SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_ORsum	RE_ORsum_L95	RE_ORsum_U95	RE_ORsum_SE	RE_tau2	RE_het	RE_hetP	FE_ORsum	FE_ORsum_L95	FE_ORsum_U95	FE_ORsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_MAC	cohort1_m	cohort1_Method.bin	cohort1_MAP	cohort1_cases_cMAC	cohort1_cases_cMAF	cohort1_controls_cMAC	cohort1_controls_cMAF	cohort1_no_of_carriers	cohort1_enrichment_ratio	cohort1_P_regression	cohort1_OR_noOfMutations	cohort1_OR_L95	cohort1_OR_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_MAC	cohort2_m	cohort2_Method.bin	cohort2_MAP	cohort2_cases_cMAC	cohort2_cases_cMAF	cohort2_controls_cMAC	cohort2_controls_cMAF	cohort2_no_of_carriers	cohort2_enrichment_ratio	cohort2_P_regression	cohort2_OR_noOfMutations	cohort2_OR_L95	cohort2_OR_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene61	0.793314665404515	NA	1.019	0.591	1.757	0.278	0	0.153497783162181	0.695214913024201	3.167	1.837	5.458	0.278	1.3893835	9.81269781868233	0.001733110861867	0.83527977118609	10	5	16	12	ER	7.55151436998265e-05	9	0.003061	7	0.002288	12	1.338	0.732272067764267	1.156	0.503	2.66	0.145	0.425	NA	0.566949811733359	10	9	14	7	ER	0.00180706125167844	6	0.003093	8	0.003883	7	0.797	0.838351173557491	0.928	0.452	1.904	-0.075	0.367	NA	1	90500	91500	protein_coding	+	info61	info61
Gene553	0.793468990330489	NA	1.061	0.744	1.515	0.182	0	2.33567095067647e-05	0.996143936291531	1.82	1.275	2.598	0.182	2.071336	25.189796621452	5.19563521872435e-07	0.889908987860794	10	10	44	26	MA	-1	23	0.007823	21	0.006863	26	1.14	0.777930832798222	1.061	0.702	1.604	0.059	0.211	NA	0.240809720692356	10	9	22	15	ER.A	-1	11	0.00567	11	0.00534	15	1.062	0.864740052922394	1.063	0.529	2.136	0.061	0.356	NA	1	828500	829500	protein_coding	+	info553	info553
Gene339	0.794374730355156	NA	0.856	0.493	1.486	0.282	0	0.0908387308254976	0.763113578789245	2.179	1.254	3.785	0.282	2.9228755	18.7426777226731	1.4959665868286e-05	0.74552992406043	10	10	24	20	ER.A	-1	10	0.003401	14	0.004575	20	0.743	0.535696160734033	0.798	0.39	1.631	-0.226	0.365	NA	0.682611498426167	10	6	17	14	ER	1.32629981658212e-05	8	0.004124	9	0.004369	14	0.944	0.90481187929687	0.948	0.398	2.259	-0.053	0.443	NA	1	507500	508500	protein_coding	+	info339	info339
Gene737	0.794975626354783	NA	0.892	0.575	1.383	0.224	0	0.618199687290596	0.431717081143723	1.662	1.072	2.577	0.224	0.9699955	9.6664775519321	0.00187660772107923	0.667501132071541	10	8	26	15	ER.A	-1	13	0.004422	13	0.004248	15	1.041	0.9675840620578	1.011	0.59	1.732	0.011	0.275	NA	0.501489376199949	10	8	23	19	ER.A	-1	9	0.004639	14	0.006796	19	0.683	0.34830416719925	0.697	0.328	1.482	-0.361	0.385	NA	1	1104500	1105500	protein_coding	+	info737	info737
Gene540	0.795785789724508	NA	0.924	0.663	1.287	0.169	0	0.754994984116368	0.384899382502659	3.039	2.182	4.232	0.169	0.3383045	3.82816000668784	0.0503982301912752	0.760239077153266	10	8	15	12	ER	8.58306570940107e-05	9	0.003061	6	0.001961	12	1.561	0.527466460702791	1.332	0.547	3.241	0.287	0.454	NA	0.546588377166611	10	10	30	7	ER.A	-1	10	0.005155	20	0.009709	7	0.531	0.447233836402175	0.871	0.609	1.244	-0.138	0.182	NA	1	809000	810000	non_coding	-	info540	info540
Gene1036	0.796099151632696	NA	0.918	0.653	1.289	0.173	0	0.000105195334586911	0.991816658278798	1.515	1.079	2.128	0.173	1.6444635	22.6237360123079	1.97035274374091e-06	0.828612842295881	10	9	34	18	ER.A	-1	15	0.005102	19	0.006209	18	0.822	0.668926855069645	0.917	0.617	1.364	-0.087	0.203	NA	0.903712589031577	10	7	18	10	ER	0.000203314579773692	8	0.004124	10	0.004854	10	0.85	0.803762826907258	0.921	0.479	1.768	-0.083	0.333	NA	1	1553000	1554000	non_coding	-	info1036	info1036
Gene45	0.7962623818753	NA	1.087	0.783	1.507	0.167	0	0.106102145976406	0.744626190032682	2.429	1.751	3.37	0.167	1.612976	29.8090590031882	4.76759036693863e-08	0.960000699460753	10	7	35	18	ER.A	-1	17	0.005782	18	0.005882	18	0.983	0.888580515657906	1.033	0.659	1.617	0.032	0.229	NA	0.695887146336508	10	9	26	12	ER.A	-1	15	0.007732	11	0.00534	12	1.448	0.564062877223801	1.151	0.713	1.859	0.141	0.244	NA	1	66500	67500	protein_coding	+	info45	info45
Gene719	0.797289117751887	NA	0.869	0.521	1.447	0.26	0	0.0695214093235317	0.792034885818568	3.317	1.991	5.526	0.26	1.557234	8.76371345882036	0.0030728275594345	0.882882632647522	10	7	10	8	ER	0.00159275999839193	4	0.001361	6	0.001961	8	0.694	0.628641212315283	0.762	0.254	2.291	-0.272	0.561	NA	0.833463018847514	10	10	30	18	ER.A	-1	12	0.006186	18	0.008738	18	0.708	0.721846095555961	0.901	0.506	1.603	-0.105	0.294	NA	1	1077500	1078500	protein_coding	+	info719	info719
Gene1171	0.79767079950516	NA	0.87	0.45	1.681	0.336	0.1172495	1.83444177564274	0.175603804783244	1.383	0.928	2.062	0.204	0.677408	5.82098033982742	0.0158361161153244	0.673543252405218	10	10	38	21	ER.A	-1	21	0.007143	17	0.005556	21	1.286	0.677098200249344	1.098	0.706	1.708	0.094	0.225	NA	0.247609008708543	10	7	15	10	ER	0.000268204199308467	4	0.002062	11	0.00534	10	0.386	0.193505817819814	0.536	0.209	1.373	-0.624	0.48	NA	1	1755500	1756500	protein_coding	+	info1171	info1171
Gene365	0.797709969392429	NA	1.036	0.753	1.425	0.163	0	0.070301397854456	0.790898449840769	2.084	1.515	2.866	0.163	1.1105055	21.6289044722055	3.30828540306971e-06	0.822997067709352	10	9	48	33	MA	-1	25	0.008503	23	0.007516	33	1.131	0.734377888285044	1.076	0.705	1.642	0.073	0.216	NA	0.550813833422062	10	10	29	17	ER.A	-1	13	0.006701	16	0.007767	17	0.863	0.953605714264738	0.986	0.608	1.599	-0.014	0.247	NA	1	546500	547500	protein_coding	+	info365	info365
Gene979	0.798657962439947	NA	1.065	0.686	1.653	0.224	0	0.0611356711629072	0.804709886986716	2.167	1.396	3.364	0.224	3.3268315	27.8871804611543	1.28598977022776e-07	1	10	10	42	32	MA	-1	21	0.007143	21	0.006863	32	1.041	0.916547107404189	1.028	0.612	1.727	0.028	0.265	NA	0.32594610114982	10	8	15	10	ER	0.000219034606781498	9	0.004639	6	0.002913	10	1.593	0.719799959846515	1.163	0.509	2.655	0.151	0.421	NA	1	1467500	1468500	protein_coding	+	info979	info979
Gene1017	0.799457154268508	NA	1.084	0.774	1.519	0.172	0	0.119570119912282	0.729501197556346	2.146	1.532	3.007	0.172	1.983991	31.8566651632269	1.65979139321593e-08	0.816545661687008	10	10	29	18	ER.A	-1	15	0.005102	14	0.004575	18	1.115	0.867709896066559	1.036	0.68	1.579	0.036	0.215	NA	0.721140678668182	10	9	22	10	ER.A	-1	13	0.006701	9	0.004369	10	1.534	0.576311196244104	1.174	0.669	2.06	0.16	0.287	NA	1	1524500	1525500	protein_coding	+	info1017	info1017
Gene1056	0.800524315786365	NA	1.132	0.699	1.832	0.246	0	0.200543395201141	0.654282590147303	2.686	1.66	4.347	0.246	5.1275295	35.8284365501197	2.15479756260351e-09	0.944926408888276	10	9	34	25	ER.A	-1	17	0.005782	17	0.005556	25	1.041	0.853436350340696	1.055	0.596	1.867	0.054	0.291	NA	0.694133549075989	10	7	14	10	ER	0.000122542918574501	9	0.004639	5	0.002427	10	1.911	0.515924627093979	1.346	0.549	3.302	0.297	0.458	NA	1	1583000	1584000	non_coding	-	info1056	info1056
Gene1117	0.800592819518439	NA	0.627	0.101	3.905	0.933	1.2308695	2.82545075691568	0.0927808405833223	7.964	4.225	15.01	0.323	7.96188550000001	12.8079373259724	0.000345151892570006	0.102115192701785	10	2	6	6	ER	0.00622382997528328	1	0.00034	5	0.001634	6	0.208	0.119792229460591	0.177	0.02	1.567	-1.729	1.111	NA	0.555442055056079	10	9	15	8	ER	0.000679664670610071	9	0.004639	6	0.002913	8	1.593	0.509787706887426	1.25	0.644	2.427	0.223	0.338	NA	1	1674500	1675500	protein_coding	+	info1117	info1117
Gene1061	0.802204584334689	NA	1.084	0.773	1.521	0.173	0	0.878519281560492	0.34860755716575	1.664	1.186	2.334	0.173	0.980854	12.7486539739958	0.000356265457379212	0.566212053385428	10	10	44	25	MA	-1	27	0.009184	17	0.005556	25	1.653	0.38715308149076	1.186	0.806	1.744	0.17	0.197	NA	0.745858831363679	10	8	21	15	ER.A	-1	9	0.004639	12	0.005825	15	0.796	0.551784236582501	0.808	0.401	1.629	-0.213	0.358	NA	1	1590500	1591500	protein_coding	+	info1061	info1061
Gene1255	0.80263374513402	NA	0.901	0.592	1.372	0.214	0	0.65290563941882	0.419075749302471	2.559	1.681	3.897	0.214	2.124298	23.2610909967357	1.41432472111624e-06	0.583668076561631	10	9	21	12	ER.A	-1	7	0.002381	14	0.004575	12	0.52	0.350727248859429	0.73	0.377	1.413	-0.314	0.337	NA	0.920791131167444	10	10	27	17	ER.A	-1	13	0.006701	14	0.006796	17	0.986	0.888854845385167	1.04	0.603	1.793	0.039	0.278	NA	1	1881500	1882500	protein_coding	+	info1255	info1255
Gene490	0.803110303820144	NA	0.888	0.545	1.446	0.249	0	0.177675705802087	0.673378358303343	2.097	1.287	3.415	0.249	2.7787895	22.3617473526416	2.25827449451543e-06	0.627763629443658	10	7	22	13	ER.A	-1	9	0.003061	13	0.004248	13	0.721	0.524889374232713	0.817	0.437	1.525	-0.203	0.319	NA	0.7382922749156	10	9	18	14	ER	1.51852987162948e-05	9	0.004639	9	0.004369	14	1.062	0.976549089271129	1.012	0.463	2.209	0.012	0.398	NA	1	734000	735000	non_coding	-	info490	info490
Gene472	0.803907871519189	NA	1.121	0.732	1.716	0.217	0	0.0891100485235237	0.765311607852303	2.349	1.535	3.596	0.217	3.366381	30.7538558082393	2.92921210620634e-08	0.584565468842347	10	10	39	26	ER.A	-1	21	0.007143	18	0.005882	26	1.214	0.780175172002002	1.075	0.648	1.784	0.072	0.259	NA	0.825474666849596	10	6	16	10	ER	0.000233820129896237	9	0.004639	7	0.003398	10	1.365	0.591686221702255	1.239	0.566	2.71	0.214	0.399	NA	1	707000	708000	non_coding	-	info472	info472
Gene65	0.803950130899158	NA	1.001	0.684	1.467	0.195	0	0.902481083703791	0.342117311463571	2.339	1.597	3.427	0.195	0.670385	9.7911273719134	0.00175355920467846	0.675233718254246	10	10	32	22	ER.A	-1	18	0.006122	14	0.004575	22	1.338	0.485473815418898	1.22	0.697	2.135	0.199	0.285	NA	0.691246550997228	10	9	32	19	ER.A	-1	12	0.006186	20	0.009709	19	0.637	0.518533389924142	0.842	0.499	1.421	-0.172	0.267	NA	1	96500	97500	protein_coding	+	info65	info65
Gene1135	0.804318521521456	NA	0.985	0.7	1.384	0.174	0	0.909964500949393	0.340123837835379	2.418	1.72	3.398	0.174	2.003947	34.087542309915	5.26875010287142e-09	0.59928498378107	10	10	42	31	MA	-1	17	0.005782	25	0.00817	31	0.708	0.450954922320212	0.826	0.503	1.357	-0.191	0.253	NA	0.705525514251124	10	9	28	13	ER.A	-1	17	0.008763	11	0.00534	13	1.641	0.55478835371955	1.152	0.721	1.841	0.141	0.239	NA	1	1701500	1702500	protein_coding	+	info1135	info1135
Gene278	0.804371250330375	NA	1.118	0.727	1.72	0.22	0	0.226842107752484	0.63387530876462	2.291	1.489	3.523	0.22	1.541398	15.5807623362926	7.90548424681736e-05	0.5180882110154	10	9	39	28	ER.A	-1	22	0.007483	17	0.005556	28	1.347	0.489559581004736	1.208	0.707	2.064	0.189	0.273	NA	0.993691865497605	10	8	23	18	ER.A	-1	11	0.00567	12	0.005825	18	0.973	0.935725563378899	0.971	0.47	2.004	-0.03	0.37	NA	1	416000	417000	non_coding	-	info278	info278
Gene67	0.804418193243527	NA	0.798	0.337	1.891	0.44	0.2669755	2.94694986326345	0.08603980538392	1.4	0.93	2.107	0.209	0.395387	3.88340565177757	0.0487655430036937	0.769408097316162	10	10	37	22	ER.A	-1	21	0.007143	16	0.005229	22	1.366	0.572337971205402	1.141	0.722	1.802	0.132	0.233	NA	0.142247065672815	10	7	19	13	ER	9.65944430437018e-06	4	0.002062	15	0.007282	13	0.283	0.101884205981906	0.464	0.185	1.164	-0.767	0.469	NA	1	99500	100500	protein_coding	+	info67	info67
Gene1091	0.805432559360376	NA	1.048	0.663	1.659	0.234	0.023329	1.22721650287807	0.26794904569865	2.206	1.482	3.284	0.203	5.178577	51.4375736561706	7.39075467492967e-13	0.841965031095066	10	10	45	31	MA	-1	20	0.006803	25	0.00817	31	0.833	0.636342165549592	0.893	0.559	1.427	-0.113	0.239	NA	0.55208117185275	10	8	18	11	ER	0.00020213641306119	12	0.006186	6	0.002913	11	2.124	0.311479062893978	1.476	0.694	3.137	0.389	0.385	NA	1	1635500	1636500	protein_coding	+	info1091	info1091
Gene1203	0.806128384654747	NA	1.218	0.606	2.447	0.356	0	0.0211258284719718	0.884436696041046	3.923	1.953	7.881	0.356	6.9215875	23.9030104595103	1.01313204836639e-06	0.831360639801535	10	7	23	22	ER.A	-1	13	0.004422	10	0.003268	22	1.353	0.58660987908649	1.26	0.547	2.901	0.231	0.425	NA	0.736605101361239	10	5	8	7	ER	0.00208445367273636	4	0.002062	4	0.001942	7	1.062	0.856398648431743	1.125	0.314	4.032	0.118	0.651	NA	1	1803500	1804500	protein_coding	+	info1203	info1203
Gene1154	0.806158104625139	NA	0.954	0.672	1.353	0.179	0.00742499999999998	1.10819672131148	0.292474277445446	2.844	2.055	3.937	0.166	1.717425	26.0262295081967	3.36810218826145e-07	0.414743756901597	10	6	25	15	ER.A	-1	9	0.003061	16	0.005229	15	0.585	0.3072869642809	0.725	0.391	1.344	-0.321	0.315	NA	0.875127616694368	10	10	40	19	ER.A	-1	22	0.01134	18	0.008738	19	1.298	0.723031813624843	1.071	0.732	1.569	0.069	0.195	NA	1	1730000	1731000	non_coding	-	info1154	info1154
Gene56	0.806309993852444	NA	1.115	0.715	1.738	0.227	0	0.474715388047124	0.490825830410892	2.629	1.686	4.1	0.227	4.8307625	40.9098040349631	1.5941936659658e-10	0.971244160646174	10	10	35	23	ER.A	-1	17	0.005782	18	0.005882	23	0.983	0.984473073928742	1.005	0.59	1.714	0.005	0.272	NA	0.523691042530281	10	8	24	22	ER.A	-1	13	0.006701	11	0.00534	22	1.255	0.402025231374753	1.41	0.631	3.152	0.344	0.41	NA	1	83000	84000	non_coding	-	info56	info56
Gene50	0.806481611210121	NA	1.001	0.685	1.462	0.193	0	0.983845590343026	0.321251232461612	2.566	1.757	3.749	0.193	0.58852	8.49778641271459	0.00355578809751111	0.669645523292887	10	9	35	29	ER.A	-1	20	0.006803	15	0.004902	29	1.388	0.438231888415181	1.271	0.693	2.329	0.24	0.309	NA	0.677082264257065	10	10	31	18	ER.A	-1	12	0.006186	19	0.009223	18	0.671	0.53683692053356	0.858	0.528	1.395	-0.153	0.248	NA	1	74000	75000	non_coding	-	info50	info50
Gene571	0.806711385999056	NA	1.124	0.714	1.769	0.231	0	0.723181633955566	0.395102254491093	2.708	1.721	4.261	0.231	0.9584715	9.93026083472703	0.00162583493377511	0.475929379566708	10	10	32	26	ER.A	-1	19	0.006463	13	0.004248	26	1.521	0.341388612025806	1.355	0.725	2.532	0.304	0.319	NA	0.932949311980314	10	6	10	3	ER	0.0322977185891493	3	0.001546	7	0.003398	3	0.455	0.787571020510183	0.914	0.473	1.764	-0.09	0.336	NA	1	855500	856500	protein_coding	+	info571	info571
Gene998	0.807026935136702	NA	0.901	0.586	1.385	0.22	0	0.0063036703027088	0.936717923189676	1.616	1.051	2.485	0.22	2.0446365	17.9476849242399	2.27060423174663e-05	0.812997726474636	10	9	26	15	ER.A	-1	11	0.003741	15	0.004902	15	0.763	0.7145352429489	0.91	0.549	1.508	-0.094	0.258	NA	0.718573801175314	10	9	14	9	ER	0.00065845496494968	6	0.003093	8	0.003883	9	0.797	0.750203761746388	0.875	0.386	1.987	-0.133	0.418	NA	1	1496000	1497000	non_coding	-	info998	info998
Gene236	0.807166381250165	NA	0.898	0.567	1.42	0.234	0	0.131313445158083	0.717074082337218	2.096	1.324	3.316	0.234	2.305154	21.463609610596	3.60607470994978e-06	0.639138946547438	10	9	27	19	ER.A	-1	12	0.004082	15	0.004902	19	0.833	0.55735348024638	0.835	0.458	1.524	-0.18	0.307	NA	0.959993434274924	10	6	16	10	ER	0.000147955521250792	7	0.003608	9	0.004369	10	0.826	0.983328585707879	0.992	0.488	2.019	-0.008	0.362	NA	1	353000	354000	non_coding	-	info236	info236
Gene685	0.807390555497364	NA	0.917	0.644	1.304	0.18	0	0.082944	0.773346738667115	1.744	1.226	2.482	0.18	1.7252	25.5361777777778	4.34165190910107e-07	0.618577952793762	10	7	27	10	ER.A	-1	11	0.003741	16	0.005229	10	0.715	0.57371617234412	0.881	0.568	1.369	-0.126	0.225	NA	0.602435210818187	10	7	20	10	ER	0.000184837601352834	10	0.005155	10	0.004854	10	1.062	0.951752666021722	0.982	0.545	1.769	-0.018	0.3	NA	1	1026500	1027500	protein_coding	+	info685	info685
Gene1019	0.808969396928567	NA	1.147	0.69	1.906	0.259	0	1.14637182582924e-32	1	4.006	2.41	6.659	0.259	1.989319	15.1358142245024	0.000100047204400266	0.573402581303655	10	5	19	16	ER	2.96413202606474e-06	10	0.003401	9	0.002941	16	1.156	0.740759953823519	1.146	0.51	2.574	0.137	0.413	NA	0.880282732217806	10	8	22	16	ER.A	-1	11	0.00567	11	0.00534	16	1.062	0.681281065951821	1.146	0.597	2.201	0.137	0.333	NA	1	1527500	1528500	protein_coding	+	info1019	info1019
Gene253	0.809467947941555	NA	1.043	0.684	1.591	0.215	0	0.0736143692447744	0.786145170817676	3.894	2.554	5.936	0.215	1.473597	11.3189454150765	0.000767202731431937	0.820126925531722	10	4	17	16	ER	3.80546257930531e-06	8	0.002721	9	0.002941	16	0.925	0.878110063975137	0.929	0.365	2.369	-0.073	0.477	NA	0.674344938461703	10	9	23	10	ER.A	-1	13	0.006701	10	0.004854	10	1.381	0.764870001856996	1.075	0.67	1.725	0.072	0.241	NA	1	378500	379500	protein_coding	+	info253	info253
Gene1181	0.814435119931783	NA	1.003	0.746	1.347	0.151	0	0.00901869262086889	0.924341199477963	3.016	2.244	4.053	0.151	0.9602635	15.1393001494526	9.98626512405121e-05	0.470620700614142	10	7	29	23	ER.A	-1	14	0.004762	15	0.004902	23	0.971	0.938621468861603	0.975	0.514	1.851	-0.025	0.327	NA	0.991332839510058	10	9	32	10	ER.A	-1	16	0.008247	16	0.007767	10	1.062	0.951850239205638	1.01	0.724	1.409	0.01	0.17	NA	1	1770500	1771500	protein_coding	+	info1181	info1181
Gene1229	0.814531693014726	NA	1.074	0.678	1.701	0.235	0.038486	1.53132140071375	0.215914234350072	3.178	2.196	4.599	0.189	2.710006	38.4131939890522	5.72440650437045e-10	0.690837748374567	10	9	25	13	ER.A	-1	10	0.003401	15	0.004902	13	0.694	0.519791488184192	0.831	0.474	1.459	-0.185	0.287	NA	0.348735079870578	10	10	25	9	ER.A	-1	17	0.008763	8	0.003883	9	2.257	0.253307404292426	1.331	0.815	2.174	0.286	0.25	NA	1	1842500	1843500	protein_coding	+	info1229	info1229
Gene466	0.814974835792166	NA	0.906	0.619	1.327	0.195	0	0.454349170997278	0.50027680574876	1.868	1.276	2.735	0.195	2.3457845	30.0248020292007	4.26555453181265e-08	0.621898625392176	10	8	34	18	ER.A	-1	13	0.004422	21	0.006863	18	0.644	0.41619682768969	0.819	0.506	1.325	-0.2	0.246	NA	0.909193805547781	10	7	22	16	ER.A	-1	12	0.006186	10	0.004854	16	1.274	0.82374647018077	1.073	0.575	2.003	0.071	0.318	NA	1	698000	699000	non_coding	-	info466	info466
Gene348	0.815137002167235	NA	0.874	0.475	1.608	0.311	0.0983875	1.89749144811859	0.16835937475972	3.248	2.18	4.837	0.203	2.5330755	24.106732041049	9.11411145221308e-07	0.244185750750507	10	9	19	12	ER	6.28421167755967e-05	5	0.001701	14	0.004575	12	0.372	0.180838324142131	0.582	0.263	1.286	-0.542	0.405	NA	0.889433021764746	10	7	19	7	ER	0.0028817696897025	11	0.00567	8	0.003883	7	1.46	0.662003007187074	1.108	0.699	1.757	0.103	0.235	NA	1	521000	522000	non_coding	-	info348	info348
Gene1259	0.81514005115906	NA	1.084	0.765	1.536	0.178	0	0.295178244648405	0.586921138984071	2.168	1.53	3.073	0.178	2.4450315	35.6847417474075	2.31973806830155e-09	0.852802121852132	10	9	32	16	ER.A	-1	17	0.005782	15	0.004902	16	1.18	0.961575400578801	1.011	0.658	1.552	0.011	0.219	NA	0.6897652600926	10	10	19	8	ER	0.000498612902814134	12	0.006186	7	0.003398	8	1.82	0.481227154238614	1.24	0.682	2.254	0.215	0.305	NA	1	1887500	1888500	protein_coding	+	info1259	info1259
Gene1245	0.815286671421336	NA	1.13	0.615	2.077	0.31	0.055478	1.40393905746582	0.236065155878575	4.612	2.761	7.704	0.262	5.3142595	39.6934816244061	2.97115554381833e-10	0.777300418597708	10	8	15	10	ER	0.000331836309488264	6	0.002041	9	0.002941	10	0.694	0.600550459619261	0.82	0.39	1.723	-0.198	0.379	NA	0.359638468684722	10	10	24	17	ER.A	-1	15	0.007732	9	0.004369	17	1.77	0.24304428351821	1.526	0.75	3.104	0.423	0.362	NA	1	1866500	1867500	protein_coding	+	info1245	info1245
Gene816	0.815905520424283	NA	1.157	0.649	2.063	0.295	0.0687315	1.47147090498762	0.225113761368573	2.308	1.537	3.466	0.207	11.6980635	81.2440887358435	0	1	10	10	41	23	MA	-1	20	0.006803	21	0.006863	23	0.991	0.863792077095874	0.961	0.613	1.507	-0.039	0.229	NA	0.33339548231221	10	6	16	13	ER	2.90103011877966e-05	11	0.00567	5	0.002427	13	2.336	0.207733204506993	1.852	0.71	4.828	0.616	0.489	NA	1	1223000	1224000	non_coding	-	info816	info816
Gene1236	0.815992013734177	NA	0.885	0.533	1.469	0.259	0.0462395	1.25752635023183	0.262119838595894	1.164	0.821	1.652	0.179	1.032572	6.75080825942273	0.00937052261256166	0.977130263597916	10	8	37	20	ER.A	-1	19	0.006463	18	0.005882	20	1.099	0.99695394734679	0.999	0.691	1.445	-0.001	0.188	NA	0.385801728564964	10	5	11	8	ER	0.00122826304027868	3	0.001546	8	0.003883	8	0.398	0.236932294442848	0.51	0.167	1.556	-0.673	0.569	NA	1	1853000	1854000	non_coding	-	info1236	info1236
Gene964	0.81633271574214	NA	0.953	0.648	1.401	0.196	0	0.100419634407531	0.751326636355621	1.92	1.307	2.822	0.196	1.2270365	16.2791315933655	5.46626560595787e-05	0.532441643197037	10	10	30	19	ER.A	-1	15	0.005102	15	0.004902	19	1.041	0.990249769200617	1.003	0.61	1.65	0.003	0.254	NA	0.845930512755489	10	8	19	10	ER	0.000219378980780878	9	0.004639	10	0.004854	10	0.956	0.687913443667258	0.883	0.481	1.62	-0.124	0.31	NA	1	1445000	1446000	non_coding	-	info964	info964
Gene897	0.817489437140128	NA	1.01	0.725	1.408	0.169	0	0.414397433038123	0.519745938326193	1.673	1.201	2.332	0.169	1.0495095	16.1011820399001	6.00465455362631e-05	0.725162472748073	10	9	38	18	ER.A	-1	20	0.006803	18	0.005882	18	1.157	0.690291155628143	1.084	0.73	1.608	0.08	0.201	NA	0.7828261292793	10	8	21	12	ER.A	-1	8	0.004124	13	0.006311	12	0.653	0.610431493161226	0.852	0.461	1.576	-0.16	0.314	NA	1	1344500	1345500	protein_coding	+	info897	info897
Gene630	0.817714891814814	NA	1.115	0.705	1.762	0.234	0	0.00439895450446533	0.947119386734823	3.096	1.958	4.895	0.234	2.0290815	19.5761440257071	9.66687486936291e-06	0.608892318245923	10	5	25	20	ER.A	-1	13	0.004422	12	0.003922	20	1.127	0.778276251594526	1.098	0.574	2.098	0.093	0.331	NA	0.808891004533317	10	7	23	14	ER.A	-1	12	0.006186	11	0.00534	14	1.158	0.708117466301326	1.132	0.593	2.161	0.124	0.33	NA	1	944000	945000	non_coding	-	info630	info630
Gene132	0.818404765975708	NA	1.121	0.709	1.771	0.233	0	0.00426068395627806	0.947955910997121	2.484	1.572	3.926	0.233	2.431372	21.2330227971557	4.06696693411313e-06	0.826967699787224	10	8	28	19	ER.A	-1	15	0.005102	13	0.004248	19	1.201	0.666302733848493	1.133	0.642	1.998	0.125	0.289	NA	0.853800355668712	10	7	18	13	ER	1.723356523794e-05	9	0.004639	9	0.004369	13	1.062	0.813629729426487	1.098	0.505	2.384	0.093	0.396	NA	1	197000	198000	non_coding	-	info132	info132
Gene698	0.819221706583896	NA	1.017	0.66	1.568	0.221	0	0.0974850654968186	0.754868785600554	2.614	1.696	4.031	0.221	2.0696855	22.1891857304469	2.47061477465227e-06	0.708967117642397	10	8	26	19	ER.A	-1	12	0.004082	14	0.004575	19	0.892	0.870829199350892	0.951	0.52	1.74	-0.05	0.308	NA	0.814841428989127	10	10	25	18	ER.A	-1	13	0.006701	12	0.005825	18	1.15	0.780425203085286	1.092	0.587	2.032	0.088	0.317	NA	1	1046000	1047000	non_coding	-	info698	info698
Gene895	0.819793449034533	NA	0.905	0.605	1.352	0.205	0	0.600002230823285	0.43857717492215	1.938	1.297	2.896	0.205	2.7069595	31.193741425273	2.33517727377119e-08	0.527287378739589	10	10	40	28	ER.A	-1	16	0.005442	24	0.007843	28	0.694	0.390303178488548	0.8	0.482	1.33	-0.223	0.259	NA	0.892981563297219	10	10	21	15	ER.A	-1	12	0.006186	9	0.004369	15	1.416	0.752918029184265	1.111	0.576	2.142	0.105	0.335	NA	1	1341500	1342500	protein_coding	+	info895	info895
Gene344	0.820157830080909	NA	1.078	0.711	1.634	0.212	0	0.930189021349893	0.334813812817889	2.432	1.605	3.686	0.212	5.3379955	49.3930510856262	2.09487982516521e-12	0.950536900334942	10	8	32	19	ER.A	-1	15	0.005102	17	0.005556	19	0.918	0.830255781756125	0.948	0.58	1.549	-0.054	0.251	NA	0.554584180749871	10	10	13	7	ER	0.00306065695738141	9	0.004639	4	0.001942	7	2.389	0.315137010244019	1.49	0.684	3.247	0.399	0.397	NA	1	515000	516000	non_coding	-	info344	info344
Gene492	0.820461987852218	NA	0.816	0.328	2.031	0.465	0.3190155	3.65914944694046	0.0557620926965975	1.57	1.023	2.411	0.219	0.270759	3.2569080345756	0.0711231171061678	0.604036835364394	10	9	39	28	ER.A	-1	22	0.007483	17	0.005556	28	1.347	0.418979356741296	1.231	0.744	2.036	0.208	0.257	NA	0.115476103982646	10	8	24	17	ER.A	-1	6	0.003093	18	0.008738	17	0.354	0.0803871954864115	0.482	0.213	1.092	-0.729	0.417	NA	1	737000	738000	non_coding	-	info492	info492
