SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene1392	0.92026444997049	10	9	17	13	ER	2.13250551033993e-05	9	0.004639	8	0.003883	13	1.195	0.739093605444912	1.143	0.52	2.516	0.134	0.402	1	2087000	2088000	non_coding	-	info1392	info1392	NA
Gene1255	0.920791131167444	10	10	27	17	ER.A	-1	13	0.006701	14	0.006796	17	0.986	0.888854845385167	1.04	0.603	1.793	0.039	0.278	1	1881500	1882500	protein_coding	+	info1255	info1255	NA
Gene518	0.921404760604468	10	10	25	20	ER.A	-1	12	0.006186	13	0.006311	20	0.98	0.889872636978796	0.954	0.489	1.86	-0.047	0.341	1	776000	777000	non_coding	-	info518	info518	NA
Gene218	0.922007786078047	10	3	11	11	ER	0.000119130034226028	6	0.003093	5	0.002427	11	1.274	0.813740410220614	1.162	0.334	4.037	0.15	0.636	1	326000	327000	non_coding	-	info218	info218	NA
Gene1331	0.922663764511758	10	9	26	22	ER.A	-1	14	0.007216	12	0.005825	22	1.239	0.720181457518814	1.144	0.549	2.384	0.134	0.375	1	1995500	1996500	protein_coding	+	info1331	info1331	NA
Gene263	0.924128388466453	10	10	29	10	ER.A	-1	15	0.007732	14	0.006796	10	1.138	0.862300309841177	1.036	0.694	1.546	0.035	0.204	1	393500	394500	protein_coding	+	info263	info263	NA
Gene1047	0.924738905463282	10	8	25	17	ER.A	-1	12	0.006186	13	0.006311	17	0.98	0.950834631690981	1.019	0.556	1.867	0.019	0.309	1	1569500	1570500	protein_coding	+	info1047	info1047	NA
Gene493	0.925174938979838	10	7	21	14	ER.A	-1	12	0.006186	9	0.004369	14	1.416	0.758325112676823	1.11	0.57	2.161	0.105	0.34	1	738500	739500	protein_coding	+	info493	info493	NA
Gene465	0.926120528351721	10	8	22	12	ER.A	-1	10	0.005155	12	0.005825	12	0.885	0.803982356736171	0.929	0.519	1.662	-0.074	0.297	1	696500	697500	protein_coding	+	info465	info465	NA
Gene965	0.926134220665318	10	6	17	16	ER	1.09162003933203e-06	9	0.004639	8	0.003883	16	1.195	0.640520288051986	1.258	0.48	3.294	0.229	0.491	1	1446500	1447500	protein_coding	+	info965	info965	NA
Gene1086	0.92703271602984	10	8	18	14	ER	1.14396721599091e-05	10	0.005155	8	0.003883	14	1.328	0.823494078657337	1.095	0.495	2.421	0.09	0.405	1	1628000	1629000	non_coding	-	info1086	info1086	NA
Gene1010	0.928384979876412	10	5	13	10	ER	0.000140983858213506	6	0.003093	7	0.003398	10	0.91	0.993993497428327	0.997	0.409	2.425	-0.003	0.454	1	1514000	1515000	non_coding	-	info1010	info1010	NA
Gene119	0.928545135277553	10	9	19	11	ER	9.35383884782206e-05	9	0.004639	10	0.004854	11	0.956	0.782614186665607	0.914	0.483	1.73	-0.09	0.325	1	177500	178500	protein_coding	+	info119	info119	NA
Gene1357	0.929344014701242	10	10	22	14	ER.A	-1	11	0.00567	11	0.00534	14	1.062	0.797147125942698	1.079	0.606	1.921	0.076	0.295	1	2034500	2035500	protein_coding	+	info1357	info1357	NA
Gene1348	0.92949255255132	10	8	17	11	ER	0.000372751676205407	8	0.004124	9	0.004369	11	0.944	0.859919754948838	0.945	0.503	1.776	-0.057	0.322	1	2021000	2022000	non_coding	-	info1348	info1348	NA
Gene316	0.929621732697193	10	10	38	29	ER.A	-1	18	0.009278	20	0.009709	29	0.956	0.805476346442823	0.933	0.537	1.62	-0.069	0.282	1	473000	474000	non_coding	-	info316	info316	NA
Gene1050	0.929696891504629	10	7	15	11	ER	0.000105705533307469	8	0.004124	7	0.003398	11	1.214	0.931529559931107	1.038	0.44	2.45	0.038	0.438	1	1574000	1575000	non_coding	-	info1050	info1050	NA
Gene1062	0.929996617462445	10	9	19	12	ER	2.5846650236331e-05	8	0.004124	11	0.00534	12	0.772	0.779803974064355	0.905	0.449	1.824	-0.1	0.358	1	1592000	1593000	non_coding	-	info1062	info1062	NA
Gene621	0.930115357714419	10	9	25	15	ER.A	-1	13	0.006701	12	0.005825	15	1.15	0.809719363290554	1.072	0.61	1.883	0.069	0.288	1	930500	931500	protein_coding	+	info621	info621	NA
Gene803	0.93173105773804	10	10	20	12	ER	9.09750530786066e-06	8	0.004124	12	0.005825	12	0.708	0.892649087908355	0.954	0.479	1.899	-0.047	0.351	1	1203500	1204500	protein_coding	+	info803	info803	NA
Gene393	0.931958962286739	10	8	19	14	ER	1.85009687333016e-06	9	0.004639	10	0.004854	14	0.956	0.752485881040937	1.133	0.521	2.464	0.125	0.396	1	588500	589500	protein_coding	+	info393	info393	NA
Gene571	0.932949311980314	10	6	10	3	ER	0.0322977185891493	3	0.001546	7	0.003398	3	0.455	0.787571020510183	0.914	0.473	1.764	-0.09	0.336	1	855500	856500	protein_coding	+	info571	info571	NA
Gene1279	0.934277409287457	10	8	21	14	ER.A	-1	11	0.00567	10	0.004854	14	1.168	0.832022106682864	1.079	0.535	2.178	0.076	0.358	1	1917500	1918500	protein_coding	+	info1279	info1279	NA
Gene1039	0.934360973421194	10	4	11	7	ER	0.00289028178165675	5	0.002577	6	0.002913	7	0.885	0.762762134200317	0.871	0.355	2.138	-0.138	0.458	1	1557500	1558500	protein_coding	+	info1039	info1039	NA
Gene749	0.934916701060965	10	9	32	27	ER.A	-1	15	0.007732	17	0.008252	27	0.937	0.898114079623119	1.044	0.537	2.032	0.043	0.34	1	1122500	1123500	protein_coding	+	info749	info749	NA
Gene265	0.935588973306343	10	9	15	11	ER	9.21514277895635e-05	8	0.004124	7	0.003398	11	1.214	0.758326769982683	1.129	0.522	2.443	0.121	0.394	1	396500	397500	protein_coding	+	info265	info265	NA
Gene1400	0.936002836889187	10	10	18	12	ER	6.16468394107624e-05	8	0.004124	10	0.004854	12	0.85	0.730834945235489	0.875	0.409	1.873	-0.134	0.388	1	2099000	2100000	non_coding	-	info1400	info1400	NA
Gene992	0.9361059214442	10	6	15	10	ER	0.000109905939563779	6	0.003093	9	0.004369	10	0.708	0.787718996024448	0.891	0.385	2.062	-0.115	0.428	1	1487000	1488000	non_coding	-	info992	info992	NA
Gene900	0.936418954641377	10	3	12	12	ER	2.23329723422774e-05	5	0.002577	7	0.003398	12	0.758	0.771512171687211	0.833	0.242	2.868	-0.183	0.631	1	1349000	1350000	non_coding	-	info900	info900	NA
Gene1122	0.938163984495231	10	8	19	12	ER	4.6694939082884e-05	9	0.004639	10	0.004854	12	0.956	0.80490209355831	0.914	0.446	1.871	-0.09	0.366	1	1682000	1683000	non_coding	-	info1122	info1122	NA
Gene416	0.93835684397378	10	8	21	17	ER.A	-1	9	0.004639	12	0.005825	17	0.796	0.889237778253818	0.945	0.424	2.104	-0.057	0.409	1	623000	624000	non_coding	-	info416	info416	NA
Gene1419	0.938409197851574	10	6	22	13	ER.A	-1	10	0.005155	12	0.005825	13	0.885	0.885532756271304	0.956	0.518	1.764	-0.045	0.313	1	2127500	2128500	protein_coding	+	info1419	info1419	NA
Gene1055	0.938412986413556	10	5	14	13	ER	3.31544940358234e-05	7	0.003608	7	0.003398	13	1.062	0.963346768767181	0.976	0.35	2.726	-0.024	0.524	1	1581500	1582500	protein_coding	+	info1055	info1055	NA
Gene1371	0.939467479740096	10	9	22	7	ER.A	-1	9	0.004639	13	0.006311	7	0.735	0.809835072722229	0.942	0.577	1.537	-0.06	0.25	1	2055500	2056500	protein_coding	+	info1371	info1371	NA
Gene1202	0.940334839722298	10	6	12	6	ER	0.00506239209682061	6	0.003093	6	0.002913	6	1.062	0.904054636986273	1.042	0.531	2.046	0.041	0.344	1	1802000	1803000	non_coding	-	info1202	info1202	NA
Gene1129	0.940543595594888	10	8	21	15	ER.A	-1	11	0.00567	10	0.004854	15	1.168	0.76938960757759	1.115	0.539	2.304	0.109	0.37	1	1692500	1693500	protein_coding	+	info1129	info1129	NA
Gene463	0.941844560036448	10	8	23	14	ER.A	-1	11	0.00567	12	0.005825	14	0.973	0.972564986753046	0.99	0.551	1.779	-0.01	0.299	1	693500	694500	protein_coding	+	info463	info463	NA
Gene1105	0.941860145405427	10	9	20	15	ER	2.68869699125699e-06	9	0.004639	11	0.00534	15	0.869	0.766788111220595	0.892	0.418	1.901	-0.114	0.386	1	1656500	1657500	protein_coding	+	info1105	info1105	NA
Gene1296	0.94249969572293	10	9	28	19	ER.A	-1	14	0.007216	14	0.006796	19	1.062	0.931552904830528	1.026	0.575	1.828	0.025	0.295	1	1943000	1944000	non_coding	-	info1296	info1296	NA
Gene1262	0.943470169754974	10	6	16	11	ER	5.93572568466701e-05	7	0.003608	9	0.004369	11	0.826	0.854884603111225	0.927	0.412	2.088	-0.076	0.414	1	1892000	1893000	non_coding	-	info1262	info1262	NA
Gene671	0.94381253239617	10	8	19	10	ER	0.000221193053624043	9	0.004639	10	0.004854	10	0.956	0.922432226979242	1.029	0.575	1.844	0.029	0.297	1	1005500	1006500	protein_coding	+	info671	info671	NA
Gene1342	0.944142098780542	10	9	25	14	ER.A	-1	12	0.006186	13	0.006311	14	0.98	0.89973571239041	0.969	0.598	1.572	-0.031	0.247	1	2012000	2013000	non_coding	-	info1342	info1342	NA
Gene581	0.946158415235836	10	8	9	5	ER	0.0102569480563564	4	0.002062	5	0.002427	5	0.85	0.864071637736141	0.926	0.384	2.233	-0.077	0.449	1	870500	871500	protein_coding	+	info581	info581	NA
Gene18	0.946211372829561	10	6	9	4	ER	0.0116393722306572	4	0.002062	5	0.002427	4	0.85	0.859737561015484	1.079	0.466	2.498	0.076	0.428	1	26000	27000	non_coding	-	info18	info18	NA
Gene11	0.947058678749676	10	10	30	26	ER.A	-1	15	0.007732	15	0.007282	26	1.062	0.925174118353448	1.034	0.518	2.063	0.033	0.353	1	15500	16500	protein_coding	+	info11	info11	NA
Gene13	0.948249426862723	10	7	22	17	ER.A	-1	10	0.005155	12	0.005825	17	0.885	0.77413896414872	0.897	0.428	1.881	-0.108	0.378	1	18500	19500	protein_coding	+	info13	info13	NA
Gene807	0.948476272744864	10	8	16	7	ER	0.00164968856030677	8	0.004124	8	0.003883	7	1.062	0.98392324280554	1.006	0.549	1.843	0.006	0.309	1	1209500	1210500	protein_coding	+	info807	info807	NA
Gene141	0.948861240393575	10	9	21	19	ER.A	-1	11	0.00567	10	0.004854	19	1.168	0.777552911389156	1.129	0.487	2.618	0.121	0.429	1	210500	211500	protein_coding	+	info141	info141	NA
Gene237	0.949057298634189	10	4	11	7	ER	0.00162809705067068	5	0.002577	6	0.002913	7	0.885	0.931386155817116	1.042	0.409	2.651	0.041	0.477	1	354500	355500	protein_coding	+	info237	info237	NA
Gene279	0.949128256664051	10	9	24	18	ER.A	-1	12	0.006186	12	0.005825	18	1.062	0.790689786842543	1.099	0.548	2.202	0.094	0.355	1	417500	418500	protein_coding	+	info279	info279	NA
Gene367	0.950027082835326	10	8	25	15	ER.A	-1	11	0.00567	14	0.006796	15	0.834	0.833346799555605	0.942	0.537	1.65	-0.06	0.286	1	549500	550500	protein_coding	+	info367	info367	NA
Gene1428	0.950242284844628	10	10	29	18	ER.A	-1	14	0.007216	15	0.007282	18	0.991	0.919905104520148	1.031	0.572	1.859	0.03	0.301	1	2141000	2142000	non_coding	-	info1428	info1428	NA
Gene1292	0.950380730467326	10	8	24	10	ER.A	-1	14	0.007216	10	0.004854	10	1.487	0.794307843350708	1.073	0.634	1.816	0.07	0.269	1	1937000	1938000	non_coding	-	info1292	info1292	NA
Gene175	0.951426345440111	10	8	23	18	ER.A	-1	11	0.00567	12	0.005825	18	0.973	0.943288678209022	0.974	0.472	2.011	-0.026	0.37	1	261500	262500	protein_coding	+	info175	info175	NA
Gene533	0.952518782267825	10	9	16	6	ER	0.00301418222200288	5	0.002577	11	0.00534	6	0.483	0.651194022822589	0.874	0.487	1.568	-0.135	0.298	1	798500	799500	protein_coding	+	info533	info533	NA
Gene156	0.952996971891368	10	6	20	10	ER	0.000204832026814888	10	0.005155	10	0.004854	10	1.062	0.955769133620049	1.016	0.572	1.807	0.016	0.294	1	233000	234000	non_coding	-	info156	info156	NA
Gene846	0.953398438579006	10	6	16	13	ER	2.37912854548407e-05	8	0.004124	8	0.003883	13	1.062	0.879725640336295	0.937	0.405	2.17	-0.065	0.428	1	1268000	1269000	non_coding	-	info846	info846	NA
Gene1168	0.953630242198794	10	10	30	25	ER.A	-1	14	0.007216	16	0.007767	25	0.929	0.970597958903646	0.988	0.514	1.897	-0.012	0.333	1	1751000	1752000	non_coding	-	info1168	info1168	NA
Gene1018	0.954876639991444	10	5	18	13	ER	2.31213040789102e-05	9	0.004639	9	0.004369	13	1.062	0.928353300645734	0.965	0.445	2.095	-0.036	0.395	1	1526000	1527000	non_coding	-	info1018	info1018	NA
Gene420	0.955360532810792	10	7	18	9	ER	0.000347208283459985	8	0.004124	10	0.004854	9	0.85	0.871710382327668	0.948	0.496	1.812	-0.053	0.33	1	629000	630000	non_coding	-	info420	info420	NA
Gene74	0.956211765534956	10	8	22	19	ER.A	-1	11	0.00567	11	0.00534	19	1.062	0.874866109177604	1.066	0.484	2.348	0.063	0.403	1	110000	111000	non_coding	-	info74	info74	NA
Gene1116	0.957308928112532	10	8	20	16	ER	1.02824860738974e-06	9	0.004639	11	0.00534	16	0.869	0.829188052409272	0.917	0.416	2.019	-0.087	0.403	1	1673000	1674000	non_coding	-	info1116	info1116	NA
Gene1222	0.957993598037227	10	10	25	12	ER.A	-1	12	0.006186	13	0.006311	12	0.98	0.989979943027081	1.003	0.593	1.698	0.003	0.268	1	1832000	1833000	non_coding	-	info1222	info1222	NA
Gene1257	0.958425005909242	10	10	14	8	ER	0.000801613335810384	6	0.003093	8	0.003883	8	0.797	0.861348189639239	0.936	0.448	1.957	-0.066	0.376	1	1884500	1885500	protein_coding	+	info1257	info1257	NA
Gene695	0.958684858537567	10	5	14	14	ER	9.82525860043984e-06	7	0.003608	7	0.003398	14	1.062	0.909801290951972	1.066	0.353	3.216	0.064	0.563	1	1041500	1042500	protein_coding	+	info695	info695	NA
Gene549	0.95876487100978	10	10	17	14	ER	2.57532080738985e-06	8	0.004124	9	0.004369	14	0.944	0.83706057624054	1.091	0.476	2.499	0.087	0.423	1	822500	823500	protein_coding	+	info549	info549	NA
Gene720	0.959451113686773	10	7	16	12	ER	3.38891911602238e-05	8	0.004124	8	0.003883	12	1.062	0.819155065000114	1.103	0.477	2.55	0.098	0.428	1	1079000	1080000	non_coding	-	info720	info720	NA
Gene517	0.959774033208067	10	9	20	17	ER	1.07608254201502e-06	10	0.005155	10	0.004854	17	1.062	0.987028200508934	1.007	0.447	2.27	0.007	0.415	1	774500	775500	protein_coding	+	info517	info517	NA
Gene236	0.959993434274924	10	6	16	10	ER	0.000147955521250792	7	0.003608	9	0.004369	10	0.826	0.983328585707879	0.992	0.488	2.019	-0.008	0.362	1	353000	354000	non_coding	-	info236	info236	NA
Gene1430	0.960298908076793	10	8	21	18	ER.A	-1	10	0.005155	11	0.00534	18	0.965	0.891016890110597	0.945	0.423	2.114	-0.056	0.411	1	2144000	2145000	non_coding	-	info1430	info1430	NA
Gene559	0.961176842023556	10	10	33	12	ER.A	-1	14	0.007216	19	0.009223	12	0.782	0.856631229386916	0.964	0.649	1.432	-0.036	0.202	1	837500	838500	protein_coding	+	info559	info559	NA
Gene1077	0.961609839495887	10	7	13	13	ER	2.28018714516323e-05	6	0.003093	7	0.003398	13	0.91	0.851696177539592	0.896	0.285	2.823	-0.109	0.585	1	1614500	1615500	protein_coding	+	info1077	info1077	NA
Gene543	0.961859437602498	10	8	23	13	ER.A	-1	11	0.00567	12	0.005825	13	0.973	0.985566650096046	0.995	0.58	1.707	-0.005	0.275	1	813500	814500	protein_coding	+	info543	info543	NA
Gene1126	0.963316344521586	10	9	27	18	ER.A	-1	13	0.006701	14	0.006796	18	0.986	0.873480417279868	0.951	0.51	1.773	-0.051	0.318	1	1688000	1689000	non_coding	-	info1126	info1126	NA
Gene84	0.963644439060202	10	4	15	9	ER	0.000510833424236594	7	0.003608	8	0.003883	9	0.929	0.950555601886166	0.975	0.44	2.163	-0.025	0.406	1	125000	126000	non_coding	-	info84	info84	NA
Gene870	0.964846301642193	10	6	11	7	ER	0.00213280298225591	5	0.002577	6	0.002913	7	0.885	0.918403687711043	0.952	0.373	2.429	-0.049	0.478	1	1304000	1305000	non_coding	-	info870	info870	NA
Gene597	0.965314156116485	10	9	26	16	ER.A	-1	14	0.007216	12	0.005825	16	1.239	0.801864174302889	1.083	0.581	2.017	0.08	0.317	1	894500	895500	protein_coding	+	info597	info597	NA
Gene448	0.966666034941829	10	7	19	18	ER	5.41843937112443e-07	9	0.004639	10	0.004854	18	0.956	0.821288224105268	0.898	0.353	2.283	-0.108	0.476	1	671000	672000	non_coding	-	info448	info448	NA
Gene1058	0.966958591442162	10	10	23	14	ER.A	-1	10	0.005155	13	0.006311	14	0.817	0.982176416035938	0.993	0.539	1.829	-0.007	0.312	1	1586000	1587000	non_coding	-	info1058	info1058	NA
Gene580	0.967068189680626	10	9	28	19	ER.A	-1	15	0.007732	13	0.006311	19	1.225	0.870923698500527	1.048	0.593	1.852	0.047	0.29	1	869000	870000	non_coding	-	info580	info580	NA
Gene915	0.969536003021114	10	8	15	10	ER	0.00031259124576836	7	0.003608	8	0.003883	10	0.929	0.82180159379085	0.91	0.401	2.065	-0.094	0.418	1	1371500	1372500	protein_coding	+	info915	info915	NA
Gene875	0.970215757543735	10	9	21	9	ER.A	-1	12	0.006186	9	0.004369	9	1.416	0.853455891233289	1.043	0.67	1.622	0.042	0.226	1	1311500	1312500	protein_coding	+	info875	info875	NA
Gene876	0.970436651706116	10	8	19	16	ER	1.89169595236676e-06	9	0.004639	10	0.004854	16	0.956	0.931088889806385	0.964	0.42	2.214	-0.037	0.424	1	1313000	1314000	non_coding	-	info876	info876	NA
Gene1276	0.971556807008851	10	10	31	22	ER.A	-1	15	0.007732	16	0.007767	22	0.995	0.971722848742374	0.99	0.572	1.713	-0.01	0.28	1	1913000	1914000	non_coding	-	info1276	info1276	NA
Gene855	0.972345047565487	10	10	21	15	ER.A	-1	10	0.005155	11	0.00534	15	0.965	0.949288571399966	0.977	0.474	2.013	-0.023	0.369	1	1281500	1282500	protein_coding	+	info855	info855	NA
Gene783	0.973134585165911	10	5	11	8	ER	0.000801616724640318	5	0.002577	6	0.002913	8	0.885	0.97489472396955	0.985	0.385	2.521	-0.015	0.48	1	1173500	1174500	protein_coding	+	info783	info783	NA
Gene42	0.973709435437636	10	6	19	7	ER	0.00115674877644852	11	0.00567	8	0.003883	7	1.46	0.929405791555391	1.024	0.605	1.735	0.024	0.269	1	62000	63000	non_coding	-	info42	info42	NA
Gene824	0.973935423633452	10	10	33	21	ER.A	-1	17	0.008763	16	0.007767	21	1.128	0.920548158652129	1.027	0.61	1.728	0.026	0.266	1	1235000	1236000	non_coding	-	info824	info824	NA
Gene1343	0.974438473226566	10	10	40	12	ER.A	-1	20	0.010309	20	0.009709	12	1.062	0.973092585945759	1.005	0.733	1.38	0.005	0.162	1	2013500	2014500	protein_coding	+	info1343	info1343	NA
Gene744	0.975131612882509	10	10	19	8	ER	0.00145345395672388	10	0.005155	9	0.004369	8	1.18	0.992571040550593	1.002	0.63	1.594	0.002	0.237	1	1115000	1116000	non_coding	-	info744	info744	NA
Gene5	0.975326280463025	10	7	19	19	ER	2.41871310285051e-07	10	0.005155	9	0.004369	19	1.18	0.825716007006789	1.115	0.422	2.95	0.109	0.496	1	6500	7500	protein_coding	+	info5	info5	NA
Gene651	0.976851757975981	10	7	18	7	ER	0.00140000412930086	10	0.005155	8	0.003883	7	1.328	0.982010880645876	0.994	0.603	1.64	-0.006	0.255	1	975500	976500	protein_coding	+	info651	info651	NA
Gene1354	0.977006084943036	10	8	10	6	ER	0.00930521934919712	5	0.002577	5	0.002427	6	1.062	0.931588096290396	0.964	0.422	2.202	-0.036	0.421	1	2030000	2031000	non_coding	-	info1354	info1354	NA
Gene59	0.977110945837765	10	5	18	14	ER	1.18910318786216e-05	9	0.004639	9	0.004369	14	1.062	0.983078575675097	1.009	0.444	2.295	0.009	0.419	1	87500	88500	protein_coding	+	info59	info59	NA
Gene723	0.978442977103212	10	5	10	8	ER	0.00118491141645071	5	0.002577	5	0.002427	8	1.062	0.928852253407124	1.051	0.356	3.099	0.049	0.552	1	1083500	1084500	protein_coding	+	info723	info723	NA
Gene457	0.980516031381306	10	8	20	11	ER	0.000138333456896533	9	0.004639	11	0.00534	11	0.869	0.92771408386137	0.973	0.541	1.752	-0.027	0.3	1	684500	685500	protein_coding	+	info457	info457	NA
Gene412	0.98094383840096	10	10	26	23	ER.A	-1	13	0.006701	13	0.006311	23	1.062	0.963195953568764	1.018	0.479	2.162	0.018	0.384	1	617000	618000	non_coding	-	info412	info412	NA
Gene865	0.981570711769681	10	9	28	23	ER.A	-1	13	0.006701	15	0.007282	23	0.92	0.988537523700529	1.005	0.503	2.007	0.005	0.353	1	1296500	1297500	protein_coding	+	info865	info865	NA
Gene212	0.982161155806557	10	5	16	13	ER	1.46230970326931e-05	8	0.004124	8	0.003883	13	1.062	0.825828403837335	1.105	0.456	2.677	0.099	0.452	1	317000	318000	non_coding	-	info212	info212	NA
Gene23	0.982161903481427	10	9	26	18	ER.A	-1	13	0.006701	13	0.006311	18	1.062	0.915174469464631	1.036	0.544	1.97	0.035	0.328	1	33500	34500	protein_coding	+	info23	info23	NA
Gene1076	0.982763331298259	10	10	23	7	ER.A	-1	12	0.006186	11	0.00534	7	1.158	0.980254046293469	1.005	0.663	1.524	0.005	0.212	1	1613000	1614000	non_coding	-	info1076	info1076	NA
Gene615	0.982915543582852	10	10	30	10	ER.A	-1	15	0.007732	15	0.007282	10	1.062	0.997671744398259	0.999	0.712	1.403	-0.001	0.173	1	921500	922500	protein_coding	+	info615	info615	NA
Gene942	0.983433008904572	10	10	26	12	ER.A	-1	11	0.00567	15	0.007282	12	0.779	0.912122063268082	0.973	0.596	1.588	-0.028	0.25	1	1412000	1413000	non_coding	-	info942	info942	NA
Gene968	0.985126399480432	10	6	16	11	ER	0.000142118212915803	8	0.004124	8	0.003883	11	1.062	0.96805125110175	0.984	0.443	2.187	-0.016	0.408	1	1451000	1452000	non_coding	-	info968	info968	NA
Gene932	0.985570580529629	10	8	21	17	ER.A	-1	10	0.005155	11	0.00534	17	0.965	0.91937156515141	1.04	0.489	2.211	0.039	0.385	1	1397000	1398000	non_coding	-	info932	info932	NA
Gene337	0.98708622821555	10	8	15	9	ER	0.000356159108441581	7	0.003608	8	0.003883	9	0.929	0.891955343016911	1.052	0.507	2.182	0.051	0.372	1	504500	505500	protein_coding	+	info337	info337	NA
Gene1199	0.987793748608472	10	8	19	13	ER	1.86133063157784e-05	9	0.004639	10	0.004854	13	0.956	0.990463822568911	0.996	0.515	1.925	-0.004	0.336	1	1797500	1798500	protein_coding	+	info1199	info1199	NA
Gene1306	0.988002997688443	10	8	23	14	ER.A	-1	12	0.006186	11	0.00534	14	1.158	0.899486428436614	1.041	0.561	1.93	0.04	0.315	1	1958000	1959000	non_coding	-	info1306	info1306	NA
Gene768	0.988729659414014	10	10	23	14	ER.A	-1	12	0.006186	11	0.00534	14	1.158	0.912285834686172	1.035	0.559	1.919	0.035	0.315	1	1151000	1152000	non_coding	-	info768	info768	NA
Gene1334	0.9893555971592	10	7	20	17	ER	3.11272967404697e-07	9	0.004639	11	0.00534	17	0.869	0.930357689498264	0.964	0.425	2.186	-0.036	0.418	1	2000000	2001000	non_coding	-	info1334	info1334	NA
Gene704	0.989515460186806	10	10	32	19	ER.A	-1	15	0.007732	17	0.008252	19	0.937	0.997173893947846	1.001	0.644	1.556	0.001	0.225	1	1055000	1056000	non_coding	-	info704	info704	NA
Gene234	0.991115397395197	10	9	23	16	ER.A	-1	11	0.00567	12	0.005825	16	0.973	0.868013335058807	0.948	0.505	1.778	-0.053	0.321	1	350000	351000	non_coding	-	info234	info234	NA
Gene1181	0.991332839510058	10	9	32	10	ER.A	-1	16	0.008247	16	0.007767	10	1.062	0.951850239205638	1.01	0.724	1.409	0.01	0.17	1	1770500	1771500	protein_coding	+	info1181	info1181	NA
Gene741	0.991906979968713	10	7	15	13	ER	2.36094449919691e-05	7	0.003608	8	0.003883	13	0.929	0.955623641874865	0.975	0.394	2.409	-0.026	0.462	1	1110500	1111500	protein_coding	+	info741	info741	NA
Gene625	0.992327813596626	10	7	20	9	ER	0.000401972533265395	10	0.005155	10	0.004854	9	1.062	0.933077037704396	0.976	0.554	1.72	-0.024	0.289	1	936500	937500	protein_coding	+	info625	info625	NA
